surv_int,cases,pop,region,yr_start,yr_end,lat,lon,model_pr,PYOR,pr,MLclass,MLprob,PCMlte5,PCMgt5lt40,PCMgte40,MEDIAN,Q975,Q025,Q75,Q75,Q25,width95,width75,SD,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249
7,32,469,America,1993,1994,-64.768,2.547,5.513,625,8.65,1,0.58622,0.58622,0.3773,0.03648,0.03558,0.46407,0.00119,0.09944,0.01185,0.46287,0.08759,0.12271,0.08522,0.01931,8.00E-04,0.01639,0.03544,0.00801,0.16941,0.21345,0.23853,0.00983,0.01089,0.01023,0.12446,0.62303,0.01374,0.01851,0.02179,0.03108,0.05463,0.24506,0.01533,0.00505,0.18634,0.06606,0.01342,0.03395,0.0332,0.07586,0.10298,0.04163,0.01947,0.21962,0.03653,0.03028,0.16235,0.06479,0.02474,0.07692,0.0131,0.02153,0.04555,0.01202,0.00535,0.17451,0.0456,0.03588,0.00214,0.02647,0.00309,0.18461,0.0171,0.07741,0.00863,0.00616,0.00283,0.01143,0.00039,0.00334,0.02551,0.00269,0.00204,0.02448,0.00119,0.00032,0.01877,0.04781,0.00224,0.01086,0.02008,0.00533,0.06443,0.37858,0.00343,0.17312,0.48266,0.23487,0.03688,0.02262,0.00301,0.02604,0.05323,0.09159,0.00243,0.01516,0.01277,0.00689,0.02439,0.02406,0.05274,0.05168,0.00663,0.01504,0.09682,0.05311,0.21038,0.02231,0.03944,0.02867,0.36724,0.19768,0.02388,0.18888,0.1212,0.00389,0.01654,0.07145,0.00827,0.10325,0.1086,0.00351,0.02349,0.09865,0.02439,0.03361,0.09351,0.03842,0.03307,0.10262,0.10242,0.066,0.13256,0.07306,0.0696,0.07953,0.1726,0.00363,0.01278,0.04476,0.03138,0.0357,0.00939,0.22843,0.03212,0.12737,0.04457,0.1397,0.0363,0.06029,0.0272,0.07591,0.12875,0.00511,0.07149,0.02309,0.01003,0.06559,0.06176,0.02272,0.10411,0.05254,0.14633,0.69131,0.16571,0.26143,0.47188,0.01681,0.02481,0.00384,0.23088,0.15339,0.01413,0.03287,0.01202,0.03193,0.00076,0.00373,0.02155,0.00018,0.1401,0.10188,0.00085,0.00344,0.01296,0.03408,0.20883,0.00372,0.00188,0.02504,0.0108,0.00816,0.00179,0.3458,0.02611,0.00601,0.23121,0.00582,0.00457,0.03992,0.10352,0.07436,0.04198,0.16958,0.00238,0.30686,0.15297,0.15195,0.00992,0.02239,0.00248,0.01354,0.03077,0.00024,0.00354,0.06675,0.09418,0.02647,0.28318,0.0014,0.01598,0.01865,0.01956,0.06073,0.00971,0.03633,0.0158,0.00425,0.00457,0.02499,0.02058,0.00272,0.09699,0.15324,0.21577,0.31089,0.22382,0.66516,0.10184,0.18133,0.06342,0.09904,0.08767
7,32,842,America,1993,1994,-65.695,3.855,5.295,1123,8.65,1,0.64171,0.64171,0.32183,0.03645,0.02641,0.4707,0.00062,0.08426,0.00773,0.47007,0.07653,0.12433,0.29937,0.33894,0.09992,0.09619,0.02024,0.2399,0.00462,0.22308,0.08955,0.423,0.10015,0.02008,0.00362,0.01748,0.12179,0.00942,0.00121,0.12508,0.00351,0.05517,0.00035,0.01567,0.00568,0.0658,0.01633,0.00861,0.03485,0.00676,0.01004,0.04441,0.1534,0.02899,0.00258,0.00787,0.38391,0.8424,0.01465,0.00133,0.02204,0.00322,0.01712,0.07369,0.04532,0.01349,0.08053,0.02796,0.00109,0.00843,0.00716,0.14113,0.00037,0.01051,0.00352,0.05784,0.01711,0.00261,0.00883,0.0564,0.00794,0.02861,0.00427,0.00121,0.00597,0.02524,0.02879,0.00134,0.00561,0.10708,0.00229,0.0546,0.01688,0.16652,0.03031,0.03422,0.01019,0.05834,0.03305,0.33995,0.06624,0.04454,0.01684,0.00416,0.01567,0.00647,0.00307,0.00257,0.09828,0.05399,0.02298,0.09254,0.04012,0.00848,0.00104,0.01088,0.00613,0.00152,0.05619,0.00303,0.0044,0.05111,0.06856,0.22756,0.0565,0.01444,0.15273,0.00242,0.59316,0.02654,0.00045,0.0538,0.19767,0.27215,0.0102,0.10421,0.13137,0.02487,0.02479,0.00631,0.00697,0.10834,0.00779,0.01294,0.01861,0.00703,0.02211,0.05867,6.00E-04,0.02696,0.35323,0.11335,0.04774,0.06925,0.88629,0.0086,0.0778,0.07423,0.14665,0.05102,0.28494,0.09047,0.01166,0.00418,0.08127,0.02473,0.25634,0.02294,0.43191,0.0819,0.02973,0.6881,0.0235,0.04523,0.03424,0.06154,0.35031,0.12099,0.13203,0.25572,0.19217,0.67859,0.00308,0.00322,0.18968,0.12844,0.09606,0.00403,0.0529,0.0499,0.11252,0.00212,0.03127,0.0182,0.00031,0.24787,0.07119,0.35711,0.05891,0.00089,0.07691,0.01578,0.00077,0.00591,0.0063,0.00519,3.00E-05,0.00253,0.01282,0.00202,0.0133,0.01032,0.05502,0.07866,0.01219,0.00383,0.04685,0.02205,0.00364,0.00432,0.0036,0.00209,0.00038,0.01939,0.02888,0.18868,0.09504,0.08017,0.07701,0.09929,0.49778,0.01252,0.00374,0.00256,0.00231,0.12624,0.00448,0.01557,0.01294,0.22781,0.01738,0.01795,0.13539,0.10206,0.02779,0.16905,0.05486,0.00355,0.04764,0.00336,0.01098,0.03311,0.14045
7,22,270,America,2002,2002,NA,NA,5.303,270,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0,750,CSE Asia,1999,2000,108.317,15.751,4.596,750,0.01,1,0.78525,0.78525,0.18476,0.02999,0.00785,0.44165,6.00E-05,0.03845,0.00153,0.44159,0.03692,0.11723,0.00248,0.00048,0.14698,5.00E-04,0.05921,0.01175,0.01289,0.17002,0.0071,0.0057,0.03018,0.25216,0.04484,0.10316,0.12217,0.01106,0.04215,0.26945,0.0023,0.00765,0.12964,0.04793,0.00145,0.50055,0.02798,0.30379,0.28592,0.15689,0.1967,0.00748,0.00168,0.04052,0.00141,0.00125,1.00E-05,0.00147,0.00285,0.00429,0.05707,0.39102,0.08133,0.00326,0.00484,0.02262,5.00E-05,0.00364,0.03188,0.38556,0.0417,0.00243,0.00133,7.00E-05,0.00132,0.00496,0.00058,0.00216,5.00E-04,0.00655,0.00942,0.00936,0.01129,0.00557,0.00643,0.00217,0.01371,0.01464,0.00919,0.01073,5.00E-05,0.00045,0.11896,0.30118,0.03881,0.02617,0.01995,0.0051,0.01573,0.00239,0.21217,0.09933,0.001,0.02363,0.01607,0.08689,0.00034,0.00114,0.00145,0.00021,0.0553,0.02112,0.00418,0.00233,0.02926,0.00247,4.00E-04,0.00071,0.00342,0.1039,0.01656,0.00446,0.01999,0.12958,4.00E-04,0.00259,0.00312,0.0127,0.00181,0.00655,0.53593,0.00821,0.02161,5.00E-05,0.00011,0.01264,0.00081,0.0038,0.01631,0.00033,8.00E-05,0.00067,0.00038,0.25009,0.01148,0.0023,0.86433,0.01538,0.8258,0.00643,0.01813,0.49361,4.00E-05,0.00015,0.00034,0.00099,0.00643,8.00E-05,0.01004,0.0014,0.00092,0.00036,0.00571,0.01189,0.00579,0.22843,0.03506,4.00E-05,0.02316,0.00506,0.01761,0.0015,0.36584,0.08136,0.00084,0.00302,0.15193,0.03482,0.00098,0.21914,0.04084,0.00037,0.06303,0.00545,0.04294,0.00901,0.01407,0.32415,0.031,0.01429,0.02473,0.00157,0.00301,0.05396,0.00137,0.01047,0.00481,0.00159,0.04524,0.00655,0.01618,0.04029,0.03085,0.23043,0.00105,0.06241,0.00089,0.04768,0.33889,0.00814,0.04268,0.00345,0.00091,0.00166,0.00049,0.00058,2.00E-05,0.00057,0.14251,0.00044,0.00072,0.00137,0.00022,0.01142,0.00301,0.00621,0.00412,0.06865,0.0019,0.00326,0.0114,0.00085,0.00334,0.00582,0.00285,0.02979,0.00989,0.04968,0.19068,0.0391,0.00044,0.10566,0.0283,0.00388,5.00E-05,0.0023,0.02006,0.03211,0.00913,0.00138,0.00502,0.00139,0.00544
14,3,2000,CSE Asia,2004,2006,77.637,28.523,1.8,4000,0.01,1,0.9324,0.9324,0.06734,0.00027,0.0073,0.08645,0.00043,0.01787,0.00288,0.08602,0.01499,0.02718,0.03229,0.00858,0.02069,0.0085,0.02714,0.01031,0.05441,0.03019,0.00572,0.00692,0.01522,0.00347,0.00376,0.002,0.00328,0.00364,0.00947,0.02098,0.01239,0.00401,0.00743,0.00027,0.00278,0.00472,0.00453,0.00648,0.00147,0.0057,0.00303,0.00577,0.00893,0.0062,0.00701,0.00565,0.01081,0.02913,0.02216,0.01774,0.03169,0.00973,0.0027,0.00157,0.00248,0.00446,0.00255,0.00239,0.00876,0.00457,0.00395,0.01315,0.00134,0.02045,0.00324,0.01385,0.01357,0.04142,0.02069,0.00904,0.02774,0.00053,0.00876,0.00724,0.0132,0.01271,0.00484,0.02446,0.03576,0.01928,0.00818,0.0067,0.00148,0.00166,0.02914,0.00451,0.00198,0.00271,0.00245,0.0092,0.01559,0.00047,0.031,0.00879,0.08106,0.00313,0.05699,0.00791,0.0018,0.00189,0.0136,0.01144,0.00747,0.00322,0.00375,0.00328,0.02696,0.00823,0.00663,0.00164,0.00419,0.00217,0.00096,0.00325,0.01254,0.01305,0.00587,0.00036,0.00194,0.00676,0.00735,0.00349,0.00039,0.00506,0.01817,0.00315,0.00944,0.00727,0.0232,0.00784,0.05215,0.02283,0.01354,0.02296,0.02386,0.00832,0.00743,0.00074,0.05789,0.00315,0.00681,0.00194,0.00124,0.00018,0.00167,0.00161,0.00334,0.00097,0.00273,0.00072,0.00081,0.00468,0.00391,0.00354,0.03155,0.05041,0.00316,0.00497,0.01115,0.01085,0.00114,0.03028,0.00382,0.00606,0.01805,0.00871,0.00139,0.00365,0.0079,0.00866,0.0035,0.00065,0.03017,0.01064,0.02416,0.00598,0.00714,0.07392,0.00195,0.00286,0.02179,0.00205,0.00376,0.02609,0.0055,0.04093,0.00874,0.02146,0.00491,0.01054,0.00338,0.00721,0.00389,0.03436,0.17657,0.05449,0.01758,0.00184,0.00311,0.00617,0.0411,0.11911,0.01584,0.00535,0.00316,0.00594,0.01907,0.05242,0.00834,0.00983,0.00458,0.00843,0.0081,0.05968,0.0035,0.01012,0.01531,0.01543,0.05734,0.04625,0.01551,0.01069,0.00078,0.00049,0.034,0.00965,0.00884,0.00392,0.01411,0.00336,0.01221,0.0027,0.00272,0.00043,0.00119,0.00249,0.00012,8.00E-04,0.00378,0.00099,0.00173,0.00231,0.0027
10,13,2900,CSE Asia,1995,1995,,,,2900,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,558,CSE Asia,1999,2001,105.319,9.184,0.516,910.2,0.54,1,0.97508,0.97508,0.02475,0.00017,0.00153,0.04987,1.00E-05,0.00565,0.00037,0.04985,0.00529,0.01932,0.00025,0.00022,0.00015,0.00017,0.00305,0.00074,5.00E-04,0.00545,0.00146,0.00028,0.09644,0.01283,0.01025,0.00229,0.00652,0.00956,0.02331,0.0142,0.0515,0.00681,0.06357,0.05896,0.013,0.05462,0.03333,0.00655,0.35099,0.03635,0.00739,0.26513,0.00022,9.00E-05,0.00209,0.00056,0.00078,0.00061,0.00126,0.00091,0.00042,0.00048,0.00084,0.01324,0.00794,0.00599,0.00175,0.00165,0.00361,0.00057,0.00235,0.0012,0.00018,0.00075,0.00135,0.00024,0.00022,0.00025,0.00065,8.00E-05,0.00022,0.00066,0.00036,0.00049,0.00095,0.00232,0.00034,0.00035,0.00106,0.00074,0.00123,5.00E-05,0.00673,0.00271,0.00858,0.01409,0.05982,0.00401,0.0722,0.00997,0.01528,0.00424,0.00527,0.00662,0.00214,5.00E-04,0.00326,0.04413,0.03749,0.0034,0.00377,0.00054,0.00203,0.00486,0.00057,0.00027,0.00142,0.00105,0.00136,0.04556,0.00122,0.01978,0.0117,0.01899,0.01456,0.03503,0.00249,0.00253,0.00292,0.04917,0.00597,0.03791,3.00E-05,0.00126,0.00017,0.0018,0.00072,1.00E-05,0.00015,0.00054,0.00029,0,0.00036,4.00E-04,5.00E-04,0.011,0.00088,0.00086,0.0019,2.00E-05,0.00044,0.00101,0.00025,0.00016,0.00052,0.00035,0.00037,0.00022,0.00124,7.00E-05,0.00081,0.00027,0.00132,0.00975,0.03346,0.00072,0.00651,0.00124,0.00751,0.00028,0.00113,0.03163,3.00E-05,8.00E-05,2.00E-05,0.00024,0.00011,0.00033,7.00E-05,0.00011,0.00016,0.00039,0.00022,1.00E-04,1.00E-05,1.00E-05,1.00E-04,0.00015,3.00E-05,9.00E-05,4.00E-05,7.00E-05,3.00E-05,5.00E-05,1.00E-05,1.00E-05,4.00E-05,5.00E-05,3.00E-05,7.00E-05,3.00E-05,0.00016,0.00021,3.00E-04,0.00202,0.00076,0.0026,0.00159,0.00078,3.00E-04,0.00484,0.00042,0.00132,0.0024,0.00134,0.00297,0.00275,0.00332,0.0043,0.01226,0.00064,0.00199,0.0194,0.00349,0.00022,0.01959,0.00408,0.00696,0.00174,0.00097,0.00668,0.01104,0.08178,0.01106,0.01349,0.04047,0.00549,0.00061,0.00182,0.00153,0.01415,0.00427,1.00E-05,2.00E-05,0.00022,0.00039,0.00035,2.00E-05,0.00031,8.00E-05,4.00E-05,1.00E-05,0.07199
14,28,510,CSE Asia,1999,2000,77.679,28.573,10.774,1020,1.18,1,0.44385,0.44385,0.44173,0.11441,0.06462,0.71722,0.00137,0.19981,0.01816,0.71585,0.18165,0.19214,0.03066,0.01082,0.02652,0.06128,0.14364,0.01524,0.05888,0.00511,0.13834,0.01779,0.0478,0.13859,0.0711,0.0481,0.03742,0.41887,0.00086,0.0088,0.00243,0.03899,0.19527,0.04537,9.00E-05,0.01879,0.26421,0.18552,0.00926,0.03965,0.02931,0.00678,0.14604,0.04092,0.93543,0.44067,0.20007,0.37352,0.00145,0.07748,0.37561,0.53349,0.00059,0.04629,0.25796,0.15939,0.08363,0.37563,0.39731,0.31764,0.40073,0.4611,0.17639,0.59302,0.24232,0.6148,0.04772,0.11804,0.19844,0.30986,0.11996,0.06931,0.7615,0.06045,0.30135,0.01955,0.35529,0.3668,0.51473,0.07263,0.01721,0.07506,0.0302,0.00054,0.01247,0.04553,0.05089,0.31868,0.00201,0.00715,0.05537,0.18423,0.17808,0.02488,0.06273,0.48851,0.42426,0.01658,0.04132,0.07559,0.09345,0.04313,0.04571,0.1039,0.41098,0.00153,0.48931,0.0826,0.00191,0.02433,0.2294,0.03231,0.13688,0.03682,0.38758,0.02238,0.10785,0.02517,0.10548,0.00319,0.06752,0.02546,0.00143,0.01476,0.05926,0.53741,0.39851,0.07139,0.00091,0.03855,0.00513,0.06748,0.11801,0.11042,0.73897,0.09036,0.14661,0.34808,0.04027,0.34933,0.0724,0.17402,0.0027,0.00033,0.00149,0.00837,0.00569,0.00075,0.00088,0.02767,0.00482,0.00441,0.1204,0.00016,0.58466,0.07106,0.01446,0.0119,0.3225,0.00767,0.04608,0.00869,0.14875,0.10907,0.12453,0.46682,0.28927,0.38858,0.05087,0.46297,0.02677,0.34608,0.05751,0.05312,0.06217,0.03693,0.71305,0.00062,0.1259,0.02229,0.54563,0.15667,0.42553,0.01935,0.02237,0.39956,0.22188,0.00851,0.01796,0.68289,0.05277,0.00972,0.12272,0.01048,0.0979,0.04774,0.01222,0.01411,0.00665,0.21086,0.21864,0.01405,0.33262,0.00643,0.02425,0.57111,0.0439,0.18312,0.20604,0.43266,0.07716,0.05387,0.07306,0.01732,0.41689,0.07353,0.02252,0.63562,0.14536,0.01107,0.35708,0.25548,0.02523,0.18269,0.01369,0.00058,0.02703,0.00077,0.15488,0.01853,0.03225,0.03456,0.08817,0.11636,0.00368,0.04492,0.0373,0.22556,0.03389,0.10442,0.05693,0.17005,0.09744
14,14,975,CSE Asia,1999,2000,77.679,28.573,10.772,1950,1.18,1,0.44425,0.44425,0.44069,0.11506,0.06461,0.72233,0.00137,0.20035,0.01816,0.72096,0.18219,0.19285,0.21032,0.05918,0.1085,0.00511,0.07872,0.00114,0.1458,0.04461,0.236,0.1255,0.34942,0.00512,0.11948,0.02042,0.22339,0.04651,0.01976,0.08332,0.03161,0.01826,0.01046,0.10703,0.00038,0.07746,0.22762,0.0452,0.12046,0.05734,0.10589,0.01777,0.08255,0.18615,0.05047,0.08691,0.00357,0.03001,0.00118,0.07535,0.04729,0.02971,0.00694,0.0824,0.04922,0.02917,0.00198,0.30759,0.02406,0.26122,0.01266,0.0117,0.05294,0.31313,0.59144,0.42064,0.13174,0.12724,0.75036,0.9473,0.75516,0.22688,0.24492,0.12286,0.12546,0.37477,0.28216,0.00841,0.011,0.18508,0.70169,0.46093,0.60849,0.00168,0.05776,0.00712,0.19112,0.04364,0.02887,0.40737,0.06312,0.16897,0.10465,0.60995,0.02806,0.00078,0.00499,0.07567,0.43751,0.23419,0.55414,0.12471,0.00456,0.00226,0.02485,0.35777,0.05017,0.03541,0.02922,0.25529,0.0759,0.09783,0.031,0.00167,0.05885,0.00215,0.00173,0.01337,0.02,0.07965,0.00226,0.00863,0.08533,0.04548,0.28531,0.0022,0.00348,0.18513,0.05522,0.0477,0.00507,0.03393,0.00191,0.00134,0.03257,0.52997,0.00375,0.87084,0.01847,0.10441,0.00484,0.06435,0.042,0.00256,0.09365,0.00352,0.07563,0.00959,0.00874,0.00903,0.05546,0.026,0.51265,0.00178,0.00323,0.07521,0.01956,0.31494,0.34014,0.39026,0.04313,0.29099,0.26249,0.58244,0.45194,0.11316,0.30774,0.05531,0.39293,0.02942,0.06982,0.04187,0.11446,0.07042,0.13205,0.08048,0.09459,0.3587,0.16808,0.20849,0.00417,0.01758,0.12517,0.25028,0.01649,0.17997,0.01523,0.06058,0.0474,0.02451,0.46678,0.03463,0.07405,0.00404,0.60822,0.01245,0.07004,0.07613,0.71082,0.47376,0.79443,0.16444,0.04517,0.06429,0.20301,0.02795,0.07844,0.50492,0.09962,0.01368,0.00208,0.18193,0.18701,0.11724,0.11058,0.01118,0.2187,0.13022,0.10356,0.97652,0.81246,0.15268,0.3188,0.0644,0.00262,0.09699,0.04869,0.02173,0.13137,0.68388,0.25185,0.11234,0.00316,0.05057,0.03844,0.08032,0.19705,0.00311,0.0037,0.04,0.1723,0.03685,0.33045
7,82,3260,CSE Asia,1999,2000,77.554,28.549,7.178,6520,1.18,2,0.45528,0.43681,0.45528,0.10791,0.0661,0.69624,0.00164,0.1958,0.01968,0.69459,0.17612,0.1856,0.00906,0.30313,0.35583,0.36375,0.23546,0.63166,0.12723,0.71611,0.02652,0.00633,0.4526,0.49051,0.37677,0.00768,0.39553,0.03255,0.56384,0.00298,0.10414,0.08892,0.57585,0.6262,0.0069,0.04532,0.05663,0.04593,0.00103,0.04157,0.52423,0.03993,0.3162,0.05382,0.03966,0.01179,0.2736,0.07571,0.03048,0.18891,0.09601,0.04115,0.22146,0.06283,0.04364,0.097,0.11641,0.23994,0.07699,0.42228,0.00446,0.18975,0.0812,0.02516,0.02638,0.00334,0.09305,0.03525,0.575,0.05242,0.26295,0.2158,0.02384,0.61757,0.00163,0.62684,0.26184,0.50111,0.21405,0.43542,0.56194,0.15032,0.02093,0.31308,0.03762,0.06338,0.01142,0.00778,0.30455,0.1896,0.01356,0.08968,0.13536,0.62295,0.04269,0.00923,0.05949,0.28948,0.07682,0.03052,0.07192,0.09346,0.11078,0.0955,0.02698,0.01236,0.34185,0.0536,0.24177,0.06311,0.13625,0.25265,0.05049,0.01722,0.03354,0.00625,0.06386,0.03009,0.0085,0.00266,0.03174,0.01005,0.32984,0.04367,0.52058,0.00083,0.21709,0.02033,0.50757,0.00769,0.11124,0.18468,0.03057,0.0176,0.0087,0.2759,0.09042,0.0083,0.09085,0.00034,0.27832,0.02959,0.01245,0.00699,0.00115,0.0083,0.00875,0.0178,0.01691,0.12388,0.23427,0.01153,0.14358,0.01063,0.03445,0.02402,0.1599,0.84838,0.06615,0.11897,0.25261,0.06758,0.37142,0.13696,0.05631,0.01928,0.08018,0.284,0.29173,0.48187,0.1724,0.27113,0.01494,0.01119,0.14874,0.01734,0.07142,0.07014,0.13158,0.0456,0.86288,0.70475,0.15257,0.07983,0.03849,0.00582,0.01764,0.01012,0.01802,0.00419,0.00057,0.10514,0.0271,0.48564,0.07386,0.01141,0.04665,0.06138,0.01898,0.38367,0.06937,0.07092,0.24005,0.03434,0.52464,0.00932,0.10599,0.43437,0.61521,0.21614,0.05608,0.10914,0.019,0.43859,0.02182,0.22624,0.08975,0.34989,0.09827,0.37759,0.10815,0.04582,0.08454,0.00424,0.18638,0.0221,0.01613,0.73185,0.00283,0.60328,0.74397,0.64012,0.13671,0.0048,0.00262,0.16591,0.03011,0.03453,0.03411,0.03165,0.00104,0.34259,0.07302
7,19,693,CSE Asia,1995,1996,,,,693,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,210,2163,CSE Asia,2001,2003,84.8033,21.9843,13.174,6489,1.65,2,0.72774,0.19245,0.72774,0.07981,0.12724,0.5439,0.01193,0.23431,0.06261,0.53196,0.1717,0.14165,0.04288,0.14159,0.09739,0.23438,0.24321,0.14798,0.01802,0.06585,0.04787,0.0855,0.1204,0.02688,0.11393,0.25607,0.10694,0.00895,0.45339,0.02737,0.02256,0.08455,0.04453,0.11113,0.16792,0.01725,0.04869,0.08913,0.15007,0.28691,0.33355,0.24643,0.06051,0.29427,0.02612,0.15543,0.31541,0.0137,0.02616,0.05797,0.14166,0.05107,0.13753,0.16244,0.014,0.02683,0.01065,0.06607,0.14589,0.11987,0.06499,0.10179,0.63312,0.21074,0.21029,0.46626,0.12147,0.4412,0.12561,0.02153,0.04551,0.03273,0.13528,0.18788,0.42564,0.11278,0.48996,0.28105,0.36886,0.0898,0.11865,0.16258,0.4508,0.35711,0.0067,0.07622,0.0586,0.08801,0.05156,0.07104,0.28816,0.09926,0.24673,0.23041,0.178,0.17473,0.31555,0.01758,0.21865,0.12189,0.14418,0.29945,0.07978,0.24478,0.15388,0.13818,0.12686,0.15526,0.11298,0.12121,0.22797,0.19694,0.0895,0.07869,0.35302,0.45542,0.08951,0.24485,0.15642,0.10071,0.12094,0.07994,0.0345,0.05595,0.40453,0.1255,0.32256,0.44353,0.20007,0.13856,0.17046,0.33123,0.39238,0.24928,0.16412,0.30316,0.06685,0.26506,0.03982,0.19651,0.12471,0.00825,0.04908,0.20199,0.13585,0.78659,0.71621,0.35336,0.24725,0.26415,0.23617,0.13389,0.24698,0.05974,0.1929,0.37239,0.28963,0.38083,0.08667,0.07898,0.21829,0.10407,0.33554,0.35168,0.28837,0.17094,0.42281,0.20734,0.20147,0.21794,0.44426,0.49936,0.587,0.32346,0.0282,0.1025,0.47393,0.49246,0.11678,0.2829,0.28167,0.04735,0.08471,0.31263,0.09035,0.1556,0.23718,0.25211,0.33807,0.08252,0.3041,0.14849,0.04954,0.10906,0.03284,0.19702,0.50237,0.26798,0.1139,0.12672,0.02553,0.15457,0.17659,0.1005,0.21936,0.06769,0.05915,0.26045,0.16742,0.15562,0.28571,0.75187,0.1024,0.15764,0.08527,0.11921,0.08665,0.07806,0.02969,0.06856,0.01079,0.07051,0.22503,0.55443,0.14154,0.08018,0.37239,0.11989,0.30515,0.21882,0.45788,0.37334,0.02025,0.05686,0.12109,0.1564,0.14433,0.12969,0.15722,0.14125,0.11969,0.08945,0.05096
